date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:03	738/738	---M--	200	added ('OK')	text/xml	date:Mon,%2002%20Dec%202013%2011:53:03%20GMT	http://ccna.smarthand.ro/xmlrpc.php?rsd	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/xmlrpc0db0.php	(from http://ccna.smarthand.ro/)
12:53:04	1052/1052	---M-Z	200	added ('OK')	application/xml	date:Thu,%2007%20Nov%202013%2011:29:07%20GMT	http://ccna.smarthand.ro/wp-includes/wlwmanifest.xml	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-includes/wlwmanifest.xml	(from http://ccna.smarthand.ro/)
12:53:06	262289/262289	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202013%2018:49:31%20GMT	http://ccna.smarthand.ro/wp-content/plugins/menu-effect/jquery-latest.js?ver=3.7.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/plugins/menu-effect/jquery-latestf43b.js	(from http://ccna.smarthand.ro/)
12:53:07	31125/31125	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:06%20GMT	http://ccna.smarthand.ro/sample-page	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/sample-page.html	(from http://ccna.smarthand.ro/)
12:53:07	285/285	---MC-	200	added ('OK')	application/javascript	date:Mon,%2002%20Dec%202013%2011:53:04%20GMT	https://pulsemaps.com/tracker.js?id=360284943	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/pulsemaps.com/trackerad69.js	(from http://ccna.smarthand.ro/)
12:53:07	51608/51608	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:06%20GMT	http://ccna.smarthand.ro/ccna1-chapter-02	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-02.html	(from http://ccna.smarthand.ro/)
12:53:07	47591/47591	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:07%20GMT	http://ccna.smarthand.ro/ccna1-chapter-03	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-03.html	(from http://ccna.smarthand.ro/)
12:53:08	46637/46637	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:07%20GMT	http://ccna.smarthand.ro/ccna1-chapter-04	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-04.html	(from http://ccna.smarthand.ro/)
12:53:08	48985/48985	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:08%20GMT	http://ccna.smarthand.ro/ccna1-chapter-05	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-05.html	(from http://ccna.smarthand.ro/)
12:53:09	49465/49465	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:08%20GMT	http://ccna.smarthand.ro/ccna1-chapter-06	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-06.html	(from http://ccna.smarthand.ro/)
12:53:10	48715/48715	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:09%20GMT	http://ccna.smarthand.ro/ccna1-chapter-07	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-07.html	(from http://ccna.smarthand.ro/)
12:53:10	41031/41031	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:09%20GMT	http://ccna.smarthand.ro/ccna1-chapter-08	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-08.html	(from http://ccna.smarthand.ro/)
12:53:11	49172/49172	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:10%20GMT	http://ccna.smarthand.ro/ccna1-chapter-09	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-09.html	(from http://ccna.smarthand.ro/)
12:53:11	50023/50023	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:10%20GMT	http://ccna.smarthand.ro/ccna1-chapter-10	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-10.html	(from http://ccna.smarthand.ro/)
12:53:12	51806/51806	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:11%20GMT	http://ccna.smarthand.ro/ccna1-chapter-11	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-chapter-11.html	(from http://ccna.smarthand.ro/)
12:53:12	33743/33743	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:12%20GMT	http://ccna.smarthand.ro/ccna1-enetwork-pt-practice-sba	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-enetwork-pt-practice-sba.html	(from http://ccna.smarthand.ro/)
12:53:13	53635/53635	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:12%20GMT	http://ccna.smarthand.ro/ccna1-practice-final	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna1-practice-final.html	(from http://ccna.smarthand.ro/)
12:53:13	53404/53404	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:13%20GMT	http://ccna.smarthand.ro/ccna2-chapter-02	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-02.html	(from http://ccna.smarthand.ro/)
12:53:14	48573/48573	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:13%20GMT	http://ccna.smarthand.ro/ccna2-chapter-03	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-03.html	(from http://ccna.smarthand.ro/)
12:53:14	49647/49647	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:14%20GMT	http://ccna.smarthand.ro/ccna2-chapter-04	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-04.html	(from http://ccna.smarthand.ro/)
12:53:15	51989/51989	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:14%20GMT	http://ccna.smarthand.ro/ccna2-chapter-05	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-05.html	(from http://ccna.smarthand.ro/)
12:53:15	49766/49766	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:15%20GMT	http://ccna.smarthand.ro/ccna2-chapter-06	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-06.html	(from http://ccna.smarthand.ro/)
12:53:16	51553/51553	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:15%20GMT	http://ccna.smarthand.ro/ccna2-chapter-07	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-07.html	(from http://ccna.smarthand.ro/)
12:53:16	46750/46750	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:16%20GMT	http://ccna.smarthand.ro/ccna2-chapter-08	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-08.html	(from http://ccna.smarthand.ro/)
12:53:17	50688/50688	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:16%20GMT	http://ccna.smarthand.ro/ccna2-chapter-09	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-09.html	(from http://ccna.smarthand.ro/)
12:53:18	46256/46256	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:17%20GMT	http://ccna.smarthand.ro/ccna2-chapter-10	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-10.html	(from http://ccna.smarthand.ro/)
12:53:18	62067/62067	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:18%20GMT	http://ccna.smarthand.ro/ccna2-chapter-11	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-chapter-11.html	(from http://ccna.smarthand.ro/)
12:53:19	74757/74757	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:18%20GMT	http://ccna.smarthand.ro/ccna2-practice-final	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-practice-final.html	(from http://ccna.smarthand.ro/)
12:53:19	29152/29152	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:19%20GMT	http://ccna.smarthand.ro/ccna2-practice-pdf	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/ccna2-practice-pdf.html	(from http://ccna.smarthand.ro/)
12:53:21	225988/225988	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:19%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-01	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-01.html	(from http://ccna.smarthand.ro/)
12:53:21	48302/48302	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:20%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-02	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-02.html	(from http://ccna.smarthand.ro/)
12:53:21	44671/44671	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:20%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-03	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-03.html	(from http://ccna.smarthand.ro/)
12:53:22	46212/46212	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:21%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-05	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-05.html	(from http://ccna.smarthand.ro/)
12:53:22	49224/49224	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:22%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-06	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-06.html	(from http://ccna.smarthand.ro/)
12:53:23	46282/46282	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:22%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-07	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-07.html	(from http://ccna.smarthand.ro/)
12:53:23	91730/91730	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:23%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-08	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-08.html	(from http://ccna.smarthand.ro/)
12:53:24	44773/44773	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:23%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-09	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-09.html	(from http://ccna.smarthand.ro/)
12:53:24	46755/46755	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:24%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-10	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-10.html	(from http://ccna.smarthand.ro/)
12:53:25	45701/45701	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:24%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-11	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-11.html	(from http://ccna.smarthand.ro/)
12:53:26	48062/48062	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:25%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-12	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-12.html	(from http://ccna.smarthand.ro/)
12:53:26	47724/47724	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:25%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-13	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-13.html	(from http://ccna.smarthand.ro/)
12:53:27	46740/46740	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:26%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-14	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-14.html	(from http://ccna.smarthand.ro/)
12:53:27	45205/45205	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:26%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-15	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-15.html	(from http://ccna.smarthand.ro/)
12:53:28	45832/45832	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:27%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-15-2	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-15-2.html	(from http://ccna.smarthand.ro/)
12:53:29	58019/58019	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:28%20GMT	http://ccna.smarthand.ro/it-essentials-chapter-windows-7	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-chapter-windows-7.html	(from http://ccna.smarthand.ro/)
12:53:29	74653/74653	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:29%20GMT	http://ccna.smarthand.ro/it-essentials-practice-final-exam-1-10	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-practice-final-exam-1-10.html	(from http://ccna.smarthand.ro/)
12:53:30	66241/66241	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:29%20GMT	http://ccna.smarthand.ro/it-essentials-practice-final-exam-11-16	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/it-essentials-practice-final-exam-11-16.html	(from http://ccna.smarthand.ro/)
12:53:30	7072/7072	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/images/rsstop.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/images/rsstop.png	(from http://ccna.smarthand.ro/)
12:53:31	25230/25230	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:30%20GMT	http://ccna.smarthand.ro/category/uncategorized	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/category/uncategorized.html	(from http://ccna.smarthand.ro/)
12:53:31	23887/23887	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2002%20Dec%202013%2011:53:31%20GMT	http://ccna.smarthand.ro/primapagina	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/primapagina	(from http://ccna.smarthand.ro/)
12:53:32	25246/25246	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:32%20GMT	http://ccna.smarthand.ro/author/stelianb	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/author/stelianb.html	(from http://ccna.smarthand.ro/)
12:53:32	43/43	---M--	200	added ('OK')	image/gif	date:Mon,%2002%20Dec%202013%2011:53:30%20GMT	http://sstatic1.histats.com/0.gif?2443877&101	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/sstatic1.histats.com/0c492.gif	(from http://ccna.smarthand.ro/)
12:53:33	3598/3598	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Apr%202013%2016:59:54%20GMT	http://ccna.smarthand.ro/wp-content/plugins/wp-polls/polls-js.js?ver=2.63	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/plugins/wp-polls/polls-js4d49.js	(from http://ccna.smarthand.ro/)
12:53:34	10767/10767	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/js/harvey.js?ver=3.7.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/js/harveyf43b.js	(from http://ccna.smarthand.ro/)
12:53:34	3835/3835	---MC-	200	added ('OK')	application/javascript	date:Mon,%2002%20Dec%202013%2011:53:31%20GMT	https://pulsemaps.com/widget.js?id=360284943&width=180&type=satellite&meta=2&notrack=1&wnd=1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/pulsemaps.com/widgeta8e9.js	(from http://ccna.smarthand.ro/)
12:53:34	2540/2540	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/js/theme.js?ver=3.7.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/js/themef43b.js	(from http://ccna.smarthand.ro/)
12:53:34	587/587	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202013%2000:15:26%20GMT	http://ccna.smarthand.ro/wp-content/plugins/wp-filebase/images/down-green.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/plugins/wp-filebase/images/down-green.png	(from http://ccna.smarthand.ro/wp-content/plugins/wp-filebase/wp-filebase_css.php?rp=wp-content%2Fuploads%2Ffilebase&ver=0.3.0.02)
12:53:35	1287/1287	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Aug%202013%2000:15:26%20GMT	http://ccna.smarthand.ro/wp-content/plugins/wp-filebase/images/down.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/plugins/wp-filebase/images/down.png	(from http://ccna.smarthand.ro/wp-content/plugins/wp-filebase/wp-filebase_css.php?rp=wp-content%2Fuploads%2Ffilebase&ver=0.3.0.02)
12:53:35	250/250	---M--	200	added ('OK')	image/png	date:Sat,%2005%20Oct%202013%2020:29:44%20GMT	http://ccna.smarthand.ro/wp-content/plugins/spam-free-wordpress/images/comments/comment-arrow.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/plugins/spam-free-wordpress/images/comments/comment-arrow.png	(from http://ccna.smarthand.ro/wp-content/plugins/spam-free-wordpress/css/sfw-comment-style.css?1381004984)
12:53:36	9138/9138	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont.eot?v=3.0.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont3294.eot	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:36	9138/9138	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont.eot?	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfontd41d.eot	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:36	2936/2936	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont.woff?v=3.0.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont3294.woff	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:36	2592/2592	---M--	200	added ('OK')	application/x-font-ttf	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont.ttf?v=3.0.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/fonts/fontawesome-webfont3294.ttf	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:37	305/305	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/images/tri.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/images/tri.png	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:37	11025/11025	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Nov%202013%2012:19:55%20GMT	http://ccna.smarthand.ro/wp-content/themes/snowblind/library/images/bottom.png	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-content/themes/snowblind/library/images/bottom.png	(from http://ccna.smarthand.ro/wp-content/themes/snowblind/style.css?ver=3.7.1)
12:53:38	2244/2244	---M--	200	added ('OK')	text/xml	etag:%22fc0eefd9714dec8e3e0d2cfdd0c35e55%22	http://ccna.smarthand.ro/sample-page/feed	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/sample-page/feed	(from http://ccna.smarthand.ro/sample-page)
12:53:38	753/753	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Nov%202013%2011:29:06%20GMT	http://ccna.smarthand.ro/wp-includes/js/comment-reply.min.js?ver=3.7.1	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/wp-includes/js/comment-reply.minf43b.js	(from http://ccna.smarthand.ro/sample-page)
12:53:39	31188/31188	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:38%20GMT	http://ccna.smarthand.ro/sample-page?replytocom=84	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/sample-page71fb.html	(from http://ccna.smarthand.ro/sample-page)
12:53:39	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Mon,%2002%20Dec%202013%2011:53:38%20GMT	http://ccna.smarthand.ro/?p=2	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/index905b.html	(from http://ccna.smarthand.ro/sample-page)
12:53:39	31207/31207	---M-Z	200	added ('OK')	text/html	date:Mon,%2002%20Dec%202013%2011:53:38%20GMT	http://ccna.smarthand.ro/sample-page?replytocom=92	R:/XAMPP/htdocs/ciscoanswers/ciscoanswers/ccna.smarthand.ro/sample-page7207.html	(from http://ccna.smarthand.ro/sample-page)
